Time [s],Channel 1
5.727608843,1
5.731435167,0
5.731439833,1
5.731454000,0
5.731458583,1
5.731472750,0
5.731477417,1
5.731491583,0
5.731496167,1
5.731510333,0
5.731515000,1
5.731529167,0
5.731533750,1
5.731548000,0
5.731552583,1
5.731566750,0
5.731571333,1
5.731828583,0
5.731841917,1
5.731847500,0
5.731853500,1
5.731866333,0
5.731879917,1
5.731885167,0
5.731891083,1
5.731903917,0
5.731909833,1
5.731922667,0
5.731936417,1
5.731941500,0
5.731947417,1
5.731960250,0
5.731974000,1
5.736204667,0
5.736218667,1
5.736223667,0
5.736228083,1
5.736242333,0
5.736256250,1
5.736261250,0
5.736275000,1
5.736280167,0
5.736293833,1
5.736298917,0
5.736312583,1
5.736317750,0
5.736331417,1
5.736336500,0
5.736340833,1
5.736355000,0
5.736369000,1
5.736374000,0
5.736387750,1
5.736392833,0
5.736406583,1
5.736411667,0
5.736425333,1
5.736430417,0
5.736444167,1
5.736449250,0
5.736462917,1
5.736468000,0
5.736481667,1
5.736486833,0
5.736500500,1
5.736505583,0
5.736509917,1
5.736524167,0
5.736538083,1
5.736543083,0
5.736556833,1
5.736561917,0
5.736575667,1
5.736580750,0
5.736594417,1
5.736599500,0
5.736613250,1
5.736618333,0
5.736632000,1
5.736637083,0
5.736650750,1
5.736655917,0
5.736660250,1
5.736674417,0
5.736688333,1
5.736693417,0
5.736707167,1
5.736712250,0
5.736725917,1
5.736731083,0
5.736744750,1
5.736749833,0
5.736763500,1
5.736768667,0
5.736782333,1
5.736787417,0
5.736801083,1
5.736806250,0
5.736810500,1
5.736824750,0
5.736838667,1
5.736843750,0
5.736848083,1
5.736862333,0
5.736866917,1
5.736881083,0
5.736885667,1
5.736899917,0
5.736913833,1
5.736918833,0
5.736932583,1
5.736937667,0
5.736951417,1
5.736956500,0
5.736960833,1
5.736975000,0
5.736979583,1
5.736993833,0
5.737007750,1
5.737012750,0
5.737026500,1
5.737031583,0
5.737045333,1
5.737050417,0
5.737064083,1
5.737069250,0
5.737082917,1
5.737088000,0
5.737101667,1
5.737106833,0
5.737120500,1
5.737125583,0
5.737129917,1
5.737144083,0
5.737148667,1
5.737162917,0
5.737176833,1
5.737181833,0
5.737186333,1
5.737200500,0
5.737214417,1
5.737219417,0
5.737223833,1
5.737238083,0
5.737252000,1
5.737257000,0
5.737261417,1
5.737275667,0
5.737289583,1
5.737294583,0
5.737308333,1
5.737313417,0
5.737327167,1
5.737332250,0
5.737336583,1
5.737350750,0
5.737355333,1
5.737369583,0
5.737383500,1
5.737388500,0
5.737402250,1
5.737407333,0
5.737421083,1
5.737426167,0
5.737439833,1
5.737445000,0
5.737458667,1
5.737463750,0
5.737477417,1
5.737482583,0
5.737486917,1
5.737501083,0
5.737505667,1
5.737519917,0
5.737533833,1
5.737538833,0
5.737552583,1
5.737557667,0
5.737571333,1
5.737576500,0
5.737590167,1
5.737595250,0
5.737608917,1
5.737614083,0
5.737627750,1
5.737632833,0
5.737637167,1
5.737651417,0
5.737656000,1
5.737670167,0
5.737684083,1
5.737689167,0
5.737702917,1
5.737708000,0
5.737721667,1
5.737726750,0
5.737740500,1
5.737745583,0
5.737749917,1
5.737764083,0
5.737778083,1
5.737783083,0
5.737787500,1
5.737801667,0
5.737806250,1
5.737820500,0
5.737834417,1
5.737839417,0
5.737853167,1
5.737858250,0
5.737872000,1
5.737877083,0
5.737881417,1
5.737895583,0
5.737909583,1
5.737914583,0
5.737928333,1
5.737933417,0
5.737937750,1
5.737952000,0
5.737956583,1
5.737970833,0
5.737984750,1
5.737989750,0
5.738003500,1
5.738008583,0
5.738022250,1
5.738027417,0
5.738031750,1
5.738045917,0
5.738050500,1
5.738064750,0
5.738078667,1
5.738083667,0
5.738088083,1
5.738102250,0
5.738106917,1
5.738121083,0
5.738135000,1
5.738140000,0
5.738153750,1
5.738158833,0
5.738163250,1
5.738177417,0
5.738191333,1
5.738196417,0
5.738210167,1
5.738215250,0
5.738228917,1
5.738234000,0
5.738238417,1
5.738252583,0
5.738257167,1
5.738271417,0
5.738285333,1
5.738290333,0
5.738304083,1
5.738309167,0
5.738322833,1
5.738328000,0
5.738332333,1
5.738346500,0
5.738351083,1
5.738365333,0
5.738369917,1
5.738384083,0
5.738388667,1
5.738402917,0
5.738416833,1
5.738421833,0
5.738435583,1
5.738440667,0
5.738454417,1
5.738459500,0
5.738473167,1
5.738478250,0
5.738482583,1
5.738496833,0
5.738501417,1
5.738515583,0
5.738520167,1
5.738534417,0
5.738539000,1
5.738553167,0
5.738567083,1
5.738572167,0
5.738585917,1
5.738591000,0
5.738604667,1
5.738609750,0
5.738623500,1
5.738628583,0
5.738632917,1
5.738647083,0
5.738651667,1
5.738665917,0
5.738670500,1
5.738684667,0
5.738689250,1
5.738703500,0
5.738717417,1
5.738722417,0
5.738736167,1
5.738741250,0
5.738755000,1
5.738760083,0
5.738773750,1
5.738778833,0
5.738783250,1
5.738797417,0
5.738802000,1
5.738816167,0
5.738820750,1
5.738835000,0
5.738839583,1
5.738853750,0
5.738867667,1
5.738872750,0
5.738886500,1
5.738891583,0
5.738905250,1
5.738910333,0
5.738924083,1
5.738929167,0
5.738933500,1
5.738947667,0
5.738952250,1
5.738966500,0
5.738971083,1
5.738985250,0
5.738989833,1
5.739004083,0
5.739018000,1
5.739023000,0
5.739036750,1
5.739041833,0
5.739055583,1
5.739060667,0
5.739074333,1
5.739079500,0
5.739083833,1
5.739098000,0
5.739102583,1
5.739116833,0
5.739121417,1
5.739135583,0
5.739140167,1
5.739154417,0
5.739168333,1
5.739173333,0
5.739187083,1
5.739192167,0
5.739205917,1
5.739211000,0
5.739224667,1
5.739229750,0
5.739234083,1
5.739248333,0
5.739252917,1
5.739267083,0
5.739271667,1
5.739285917,0
5.739290500,1
5.739304667,0
5.739318583,1
5.739323583,0
5.739337417,1
5.739342500,0
5.739356167,1
5.739361250,0
5.739365667,1
5.739379833,0
5.739384417,1
5.739398583,0
5.739412500,1
5.739417583,0
5.739431333,1
5.739436417,0
5.739450083,1
5.739455167,0
5.739468917,1
5.739474000,0
5.739478333,1
5.739492500,0
5.739506500,1
5.739511500,0
5.739525250,1
5.739530333,0
5.739534667,1
5.739548917,0
5.739553500,1
5.739567667,0
5.739572250,1
5.739586500,0
5.739600417,1
5.739605417,0
5.739619167,1
5.739624250,0
5.739638000,1
5.739643083,0
5.739656750,1
5.739661833,0
5.739675583,1
5.739680667,0
5.739694333,1
5.739699417,0
5.739713167,1
5.739718250,0
5.739731917,1
5.739737000,0
5.739750750,1
5.739755833,0
5.739769500,1
5.739774583,0
5.739788250,1
5.739793417,0
5.739807083,1
5.739812167,0
5.739816500,1
5.739830750,0
5.739835333,1
5.739849500,0
5.739854083,1
5.739868333,0
5.739882250,1
5.739887250,0
5.739901000,1
5.739906083,0
5.739910500,1
5.739924667,0
5.739938583,1
5.739943583,0
5.739957417,1
5.739962500,0
5.739976167,1
5.739981250,0
5.739985667,1
5.739999833,0
5.740004417,1
5.740018583,0
5.740032500,1
5.740037583,0
5.740051333,1
5.740056417,0
5.740070083,1
5.740075167,0
5.740088917,1
5.740094000,0
5.740107667,1
5.740112833,0
5.740126500,1
5.740131583,0
5.740145250,1
5.740150333,0
5.740154667,1
5.740168917,0
5.740182833,1
5.740187833,0
5.740201583,1
5.740206750,0
5.740220417,1
5.740225500,0
5.740239167,1
5.740244333,0
5.740258000,1
5.740263083,0
5.740267417,1
5.740281583,0
5.740295583,1
5.740300583,0
5.740314333,1
5.740319417,0
5.740333083,1
5.740338250,0
5.740351917,1
5.740357000,0
5.740361333,1
5.740375583,0
5.740380167,1
5.740394333,0
5.740398917,1
5.740413167,0
5.740427083,1
5.740432083,0
5.740436500,1
5.740450667,0
5.740464583,1
5.740469583,0
5.740483417,1
5.740488500,0
5.740502167,1
5.740507333,0
5.740511667,1
5.740525833,0
5.740539750,1
5.740544750,0
5.740558583,1
5.740563667,0
5.740568000,1
5.740582167,0
5.740586750,1
5.740601000,0
5.740605583,1
5.740619750,0
5.740633667,1
5.740638750,0
5.740643167,1
5.740657333,0
5.740661917,1
5.740676167,0
5.740690083,1
5.740695083,0
5.740708833,1
5.740713917,0
5.740727583,1
5.740732667,0
5.740746417,1
5.740751500,0
5.740755833,1
5.740770000,0
5.740784000,1
5.740789000,0
5.740802750,1
5.740807833,0
5.740821583,1
5.740826667,0
5.740840333,1
5.740845417,0
5.740859167,1
5.740864250,0
5.740868583,1
5.740882750,0
5.740896667,1
5.740901750,0
5.740915500,1
5.740920583,0
5.740934250,1
5.740939333,0
5.740943750,1
5.740957917,0
5.740962500,1
5.740976750,0
5.740990667,1
5.740995667,0
5.741009417,1
5.741014500,0
5.741028167,1
5.741033333,0
5.741037667,1
5.741051833,0
5.741056417,1
5.741070667,0
5.741075250,1
5.741089417,0
5.741103333,1
5.741108417,0
5.741122167,1
5.741127250,0
5.741140917,1
5.741146000,0
5.741159750,1
5.741164833,0
5.741178500,1
5.741183583,0
5.741197333,1
5.741202417,0
5.741216083,1
5.741221167,0
5.741234917,1
5.741240000,0
5.741253667,1
5.741258833,0
5.741272500,1
5.741277583,0
5.741291250,1
5.741296333,0
5.741310000,1
5.741315167,0
5.741319500,1
5.741333667,0
5.741338250,1
5.741352500,0
5.741357083,1
5.741371250,0
5.741385167,1
5.741390250,0
5.741394667,1
5.741408833,0
5.741422750,1
5.741427750,0
5.741432250,1
5.741446417,0
5.741451000,1
5.742374250,0
5.742388167,1
5.742393167,0
5.742405917,1
5.742412000,0
5.742418083,1
5.742430833,0
5.742444500,1
5.742449583,0
5.742462500,1
5.742468417,0
5.742482083,1
5.742487167,0
5.742500250,1
5.742506000,0
5.742512000,1
5.742524750,0
5.742537583,1
5.742543583,0
5.742556583,1
5.742562333,0
5.742576083,1
5.742581167,0
5.742594333,1
5.742600000,0
5.742612167,1
5.742618750,0
5.742632250,1
5.742637500,0
5.742650167,1
5.742656333,0
5.742669083,1
5.742675083,0
5.742680917,1
5.742693833,0
5.742706750,1
5.742712667,0
5.742726333,1
5.742731417,0
5.742744500,1
5.742750250,0
5.742762333,1
5.742769000,0
5.742782417,1
5.742787833,0
5.742800333,1
5.742806583,0
5.742819417,1
5.742825333,0
5.742839000,1
5.742844167,0
5.742857083,1
5.742862917,0
5.742868833,1
5.742881667,0
5.742894750,1
5.742900500,0
5.742906417,1
5.742919250,0
5.742925250,1
5.742938000,0
5.742950333,1
5.742956833,0
5.742970500,1
5.742975667,0
5.742988333,1
5.742994417,0
5.743007333,1
5.743013250,0
5.743026917,1
5.743032000,0
5.743044917,1
5.743050750,0
5.743064500,1
5.743069583,0
5.743082417,1
5.743088333,0
5.743102083,1
5.743107167,0
5.743120083,1
5.743302417,0
5.743308583,1
5.743321333,0
5.743327417,1
5.743340083,0
5.743346167,1
5.743358917,0
5.743372667,1
5.743377750,0
5.743390417,1
5.743396583,0
5.743410250,1
5.743415333,0
5.743421333,1
5.743434083,0
5.743447833,1
5.744491833,0
5.744505833,1
5.744510833,0
5.744515250,1
5.744529417,0
5.744543333,1
5.744548417,0
5.744562167,1
5.744567250,0
5.744580917,1
5.744586083,0
5.744599750,1
5.744604833,0
5.744618500,1
5.744623667,0
5.744628000,1
5.744642167,0
5.744656083,1
5.744661083,0
5.744674833,1
5.744680000,0
5.744693667,1
5.744698750,0
5.744712417,1
5.744717583,0
5.744731250,1
5.744736333,0
5.744750000,1
5.744755167,0
5.744768833,1
5.744773917,0
5.744787583,1
5.744792667,0
5.744806333,1
5.744811500,0
5.744815833,1
5.744830000,0
5.744843917,1
5.744849000,0
5.744862750,1
5.744867833,0
5.744881500,1
5.744886667,0
5.744900333,1
5.744905417,0
5.744919083,1
5.744924250,0
5.744937917,1
5.744943000,0
5.744947333,1
5.744961500,0
5.744975500,1
5.744980500,0
5.744994250,1
5.744999333,0
5.745013000,1
5.745018167,0
5.745031833,1
5.745036917,0
5.745050583,1
5.745055750,0
5.745069417,1
5.745074500,0
5.745088167,1
5.745093333,0
5.745097667,1
5.745111833,0
5.745116417,1
5.745130667,0
5.745144583,1
5.745149583,0
5.745154000,1
5.745168167,0
5.745172833,1
5.745187000,0
5.745200917,1
5.745205917,0
5.745219667,1
5.745224750,0
5.745238500,1
5.745243583,0
5.745247917,1
5.745262167,0
5.745266750,1
5.745280917,0
5.745294833,1
5.745299917,0
5.745313667,1
5.745318750,0
5.745332417,1
5.745337500,0
5.745351250,1
5.745356333,0
5.745370000,1
5.745375083,0
5.745388833,1
5.745393917,0
5.745407583,1
5.745412667,0
5.745417000,1
5.745431250,0
5.745435833,1
5.745450000,0
5.745463917,1
5.745469000,0
5.745473417,1
5.745487583,0
5.745501500,1
5.745506500,0
5.745511000,1
5.745525167,0
5.745539083,1
5.745544083,0
5.745548500,1
5.745562750,0
5.745576667,1
5.745581667,0
5.745595417,1
5.745600500,0
5.745614250,1
5.745619333,0
5.745623667,1
5.745637917,0
5.745642500,1
5.745656667,0
5.745670583,1
5.745675583,0
5.745689417,1
5.745694500,0
5.745708167,1
5.745713250,0
5.745727000,1
5.745732083,0
5.745745750,1
5.745750833,0
5.745764583,1
5.745769667,0
5.745774000,1
5.745788167,0
5.745792750,1
5.745807000,0
5.745820917,1
5.745825917,0
5.745839667,1
5.745844750,0
5.745858500,1
5.745863583,0
5.745877250,1
5.745882333,0
5.745896083,1
5.745901167,0
5.745914833,1
5.745919917,0
5.745924250,1
5.745938500,0
5.745943083,1
5.745957250,0
5.745971167,1
5.745976250,0
5.745990000,1
5.745995083,0
5.746008750,1
5.746013833,0
5.746027583,1
5.746032667,0
5.746037000,1
5.746051167,0
5.746065083,1
5.746070167,0
5.746074583,1
5.746088750,0
5.746093333,1
5.746107583,0
5.746121500,1
5.746126500,0
5.746140250,1
5.746145333,0
5.746159000,1
5.746164167,0
5.746168500,1
5.746182667,0
5.746196583,1
5.746201583,0
5.746215417,1
5.746220500,0
5.746224833,1
5.746239000,0
5.746243667,1
5.746257833,0
5.746271750,1
5.746276750,0
5.746290500,1
5.746295583,0
5.746309333,1
5.746314417,0
5.746318750,1
5.746332917,0
5.746337583,1
5.746351750,0
5.746365667,1
5.746370667,0
5.746375083,1
5.746389333,0
5.746393917,1
5.746408083,0
5.746422000,1
5.746427000,0
5.746440833,1
5.746445917,0
5.746450250,1
5.746464417,0
5.746478417,1
5.746483417,0
5.746497167,1
5.746502250,0
5.746515917,1
5.746521083,0
5.746525417,1
5.746539583,0
5.746544167,1
5.746558417,0
5.746572333,1
5.746577333,0
5.746591083,1
5.746596167,0
5.746609917,1
5.746615000,0
5.746619333,1
5.746633500,0
5.746638167,1
5.746652333,0
5.746656917,1
5.746671083,0
5.746675667,1
5.746689917,0
5.746703833,1
5.746708833,0
5.746722583,1
5.746727667,0
5.746741417,1
5.746746500,0
5.746760167,1
5.746765250,0
5.746769583,1
5.746783833,0
5.746788417,1
5.746802583,0
5.746807167,1
5.746821417,0
5.746826000,1
5.746840167,0
5.746854083,1
5.746859083,0
5.746872917,1
5.746878000,0
5.746891667,1
5.746896750,0
5.746910417,1
5.746915583,0
5.746919917,1
5.746934083,0
5.746938667,1
5.746952917,0
5.746957500,1
5.746971667,0
5.746976250,1
5.746990500,0
5.747004417,1
